Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-June-2014,63.30,64.10,61.90,63.80,63.427126774143443691,2729768,14405,173141341.00,602990,22.09,2.20,0.50
4-June-2014,61.90,63.15,61.60,62.90,62.522217200873941127,2354392,14165,147201808.00,620968,26.37,1.55,1.00
3-June-2014,62.15,62.60,61.00,61.70,61.730940732213559381,2293320,14106,141568801.00,481948,21.02,1.60,-0.45
2-June-2014,60.95,62.10,60.50,61.75,61.454847813328184719,2082114,13285,127955999.00,592990,28.48,1.60,0.80
30-May-2014,59.50,60.90,58.60,60.30,59.789514120145790177,1906850,12846,114009635.00,558530,29.29,2.30,0.80
29-May-2014,59.70,60.35,58.60,58.90,59.443549492075403080,1561846,9378,92841670.00,500326,32.03,1.75,-0.80
28-May-2014,59.90,60.80,59.25,60.00,60.210457955335399297,2001003,13596,120481307.00,486972,24.34,1.55,0.10
27-May-2014,60.70,61.20,56.55,59.35,58.869489565624890233,3501743,26670,206145823.00,696533,19.89,4.65,-1.35
26-May-2014,66.15,68.50,55.95,60.90,64.331957247965840009,7224358,44718,464757090.00,2175344,30.11,12.55,-5.25
23-May-2014,64.90,65.95,64.60,65.40,65.273417767754185168,3121081,18610,203723624.00,1138146,36.47,1.35,0.50
22-May-2014,63.35,64.95,62.95,64.25,64.109407558555750941,4254834,25608,272774887.00,1174387,27.60,2.00,0.90
21-May-2014,60.90,62.75,59.60,62.25,61.523724633307317277,6020641,28259,370412259.00,2661125,44.20,3.15,1.35
20-May-2014,61.10,61.90,59.05,60.20,60.823648976551377748,4714648,31380,286762095.00,1696786,35.99,2.85,-0.90
19-May-2014,55.70,60.20,55.65,59.90,58.340936327400242480,7001803,39307,408491743.00,2596882,37.09,4.55,4.20
16-May-2014,58.55,59.50,55.30,55.65,57.398446681134884286,10258808,60615,588839644.00,3227404,31.46,4.20,-2.90
15-May-2014,55.00,56.75,53.50,54.95,55.054182392332569267,8664180,59085,476999346.00,2286750,26.39,3.25,-0.05
14-May-2014,54.20,55.60,53.50,54.55,54.669772106116255410,3711552,24061,202909702.00,970349,26.14,2.10,0.35
13-May-2014,51.25,53.80,50.65,53.55,52.513071073376343536,6889373,43011,361782134.00,1609826,23.37,3.15,2.30
12-May-2014,50.20,51.30,49.30,49.75,50.148776099189719465,3183959,25268,159671647.00,1263714,39.69,2.00,-0.45
9-May-2014,47.00,50.20,46.75,49.60,48.906164629502167659,2344926,15790,114681337.00,623984,26.61,3.45,2.60
8-May-2014,48.75,48.80,46.80,47.00,47.568265412305575366,873539,5709,41552735.00,328502,37.61,2.00,-1.75
7-May-2014,49.00,49.25,48.10,48.40,48.742236813385065637,673467,4841,32826288.00,189763,28.18,1.15,-0.60
6-May-2014,48.80,49.85,48.25,48.95,49.127094769122663954,922178,6672,45303926.00,210594,22.84,1.60,0.15
5-May-2014,48.30,49.65,46.95,48.40,48.506608020861671986,1205656,8685,58482283.00,254670,21.12,2.70,0.10
2-May-2014,48.50,49.20,47.70,47.95,48.391580237454257379,1153738,7777,55831205.00,358815,31.10,1.50,-0.55
30-April-2014,51.50,51.90,44.60,48.30,48.519178847287318513,2719689,18745,131957077.00,695652,25.58,7.30,-3.20
29-April-2014,51.10,52.80,50.80,51.10,51.940437925553605444,1895619,13974,98459281.00,568715,30.00,2.00,0.00
28-April-2014,49.35,51.85,49.35,51.25,51.149346849436578074,974048,9022,49821919.00,308192,31.64,2.50,1.90
25-April-2014,50.80,52.15,50.50,50.80,51.168092992943804708,1341091,11290,68621069.00,366729,27.35,1.65,0.00
23-April-2014,51.55,51.60,49.80,50.70,50.611869929712075375,1594584,11319,80704878.00,651811,40.88,1.80,-0.85
22-April-2014,52.45,52.50,51.10,51.25,51.706435005243286163,863962,7228,44672395.00,322442,37.32,1.40,-1.20
21-April-2014,52.60,53.40,51.85,52.00,52.633188823672163243,1944968,15127,102369868.00,801517,41.21,1.55,-0.60
17-April-2014,52.10,53.00,51.70,52.10,52.286387420656457207,1356128,12718,70907034.00,489970,36.13,1.30,0.00
16-April-2014,53.10,54.80,50.90,51.65,52.986774457628367193,2877916,19420,152491486.00,624268,21.69,3.90,-1.45
15-April-2014,55.60,55.60,52.70,53.00,53.916662200084403002,1623165,10949,87515639.00,591567,36.45,2.90,-2.60
11-April-2014,56.95,57.40,54.60,55.25,55.669223735376130797,2519682,17450,140268741.00,760981,30.20,2.80,-1.70
10-April-2014,56.00,59.25,54.90,56.50,57.520708167373009994,5270336,33366,303153459.00,1191907,22.62,4.35,0.50
9-April-2014,55.15,56.35,54.50,55.75,55.598834197306284375,936179,7260,52050461.00,262744,14.03,1.85,0.60
7-April-2014,55.00,57.00,53.30,54.60,54.737061061533287031,1144665,8901,62655598.00,372208,16.26,3.70,-0.40
4-April-2014,52.30,55.40,52.20,54.05,53.782620098838806758,2642282,14060,142108849.00,552628,20.91,3.20,1.75
3-April-2014,50.35,52.15,49.20,51.65,50.691686580668760378,1656707,8728,83981272.00,420877,25.40,2.95,1.30
2-April-2014,48.50,50.85,48.15,50.15,49.730674188111925525,1794336,7942,89233539.00,354289,19.74,2.70,1.65
1-April-2014,49.00,49.35,47.00,48.00,47.968594381001084738,1081367,5189,51871655.00,211638,19.57,2.35,-1.00
31-March-2014,48.90,52.00,47.90,48.65,49.951126205941014596,3126604,14141,156177391.00,702643,22.47,4.10,-0.25
28-March-2014,41.25,48.95,41.25,48.40,46.406993639239354904,4534835,21408,210448059.00,996211,21.97,7.70,7.15
27-March-2014,41.60,42.15,41.35,41.50,41.710495340002626746,403541,1825,16831895.00,245808,60.91,0.80,-0.10
26-March-2014,42.65,42.65,41.20,41.35,41.814715436658443738,286597,1764,11983972.00,113667,39.66,1.45,-1.30
25-March-2014,41.50,42.50,41.50,42.05,42.056387364533070366,398529,2061,16760690.00,142633,35.79,1.00,0.55
24-March-2014,41.50,42.55,41.35,41.75,41.959004815029517195,422635,2089,17733344.00,147248,34.84,1.20,0.25
22-March-2014,41.50,41.50,41.15,41.25,41.315245514569695598,70729,353,2922186.00,29575,41.81,0.35,-0.25
21-March-2014,41.90,42.00,41.10,41.20,41.530041832426857314,312198,1756,12965596.00,90889,29.11,0.90,-0.70
20-March-2014,42.30,42.30,41.25,41.45,41.655572283535105946,482226,2404,20087400.00,141903,29.43,1.05,-0.85
19-March-2014,42.00,42.90,41.75,42.15,42.383943821073410723,887023,4173,37595533.00,260168,29.33,1.15,0.15
18-March-2014,40.50,41.90,40.40,41.55,41.475751306089862370,944422,3824,39170612.00,287371,30.43,1.50,1.05
14-March-2014,40.20,40.75,39.30,40.45,40.182291305143462924,633892,2746,25471233.00,157986,24.92,1.45,0.25
13-March-2014,40.00,41.70,39.90,40.20,41.001473090312402430,727043,3373,29809834.00,204688,28.15,1.80,0.20
12-March-2014,40.80,41.20,39.70,40.00,40.228347532627658594,629374,2928,25318676.00,216420,34.39,1.50,-0.80
11-March-2014,41.70,42.00,40.75,41.25,41.326684034389712257,987272,4938,40800678.00,327300,33.15,1.25,-0.45
10-March-2014,39.30,42.40,39.15,40.80,40.782801621719900307,1600523,7128,65273812.00,510958,31.92,3.25,1.50
7-March-2014,37.50,39.80,37.25,39.55,38.719931753639618808,1781780,7713,68990400.00,663410,37.23,2.55,2.05
6-March-2014,36.95,37.60,36.45,37.30,37.225327766120741856,568088,2956,21147262.00,195537,34.42,1.15,0.35
5-March-2014,35.60,37.10,35.60,36.85,36.697461617669177281,864330,3979,31718717.00,241067,27.89,1.50,1.25
4-March-2014,35.75,36.30,34.80,35.70,35.591113012383866969,547002,2931,19468410.00,99051,18.11,1.50,-0.05
3-March-2014,35.80,36.60,35.65,35.85,36.060275283326051351,409687,2013,14773426.00,127655,31.16,0.95,0.05
28-February-2014,36.20,36.70,35.70,35.90,36.181179072577851785,389747,2024,14101506.00,111845,28.70,1.00,-0.30
26-February-2014,35.80,36.45,34.80,36.15,35.773718378658837524,632168,2831,22615000.00,128942,20.40,1.65,0.35
25-February-2014,36.50,36.70,35.15,35.40,35.698247516208262341,451930,2242,16133109.00,105193,23.28,1.55,-1.10
24-February-2014,38.20,38.35,36.25,36.45,37.029237815789707200,1352324,6200,50075527.00,360336,26.65,2.10,-1.75
21-February-2014,37.00,37.00,36.15,36.45,36.567455130861678727,627380,2511,22941690.00,145070,23.12,0.85,-0.55
20-February-2014,35.50,37.05,35.10,36.60,36.263687738806140892,1267503,4718,45964333.00,261109,20.60,1.95,1.10
19-February-2014,36.35,36.35,35.30,35.70,35.673179344324659307,651908,2440,23255631.00,161085,24.71,1.05,-0.65
18-February-2014,34.00,36.35,33.75,36.00,35.372645067194499427,959900,3768,33954202.00,368659,38.41,2.60,2.00
17-February-2014,33.00,34.50,33.00,34.20,34.049115370193573436,376033,1717,12803591.00,142102,37.79,1.50,1.20
14-February-2014,33.05,33.20,32.50,32.90,32.864375938333890365,188499,1068,6194902.00,63280,33.57,0.70,-0.15
13-February-2014,34.50,34.55,32.80,32.95,33.398425061688660015,233025,1545,7782668.00,115851,49.72,1.75,-1.55
12-February-2014,34.65,34.90,34.15,34.25,34.454219932782611426,127348,926,4387676.00,36523,28.68,0.75,-0.40
11-February-2014,35.00,35.00,34.20,34.55,34.599170792715311209,233476,1106,8078076.00,85036,36.42,0.80,-0.45
10-February-2014,35.25,35.75,34.40,34.65,34.990930091876464116,246309,1430,8618581.00,69272,28.12,1.35,-0.60
7-February-2014,34.70,35.65,34.55,35.45,35.238783115463696441,531587,2504,18732479.00,188257,35.41,1.10,0.75
6-February-2014,33.70,34.90,33.50,34.70,34.240682945534171062,693701,2935,23752796.00,170590,24.59,1.40,1.00
5-February-2014,33.00,33.80,32.45,33.55,33.236856735279992997,422707,2143,14049452.00,135905,32.15,1.35,0.55
4-February-2014,32.55,33.10,32.00,32.90,32.562475461910937146,336212,1422,10947895.00,109329,32.52,1.10,0.35
3-February-2014,32.80,33.65,32.45,32.55,32.892884700112127223,428977,2018,14110291.00,161219,37.58,1.20,-0.25
31-January-2014,32.50,32.90,32.30,32.65,32.631339519287748052,276756,1451,9030919.00,123451,44.61,0.60,0.15
30-January-2014,32.90,33.50,31.90,32.10,32.620860086248203162,417400,2085,13615947.00,134305,32.18,1.60,-0.80
29-January-2014,33.05,33.45,32.90,33.00,33.144472292242983678,415353,1220,13766656.00,161143,38.80,0.55,-0.05
28-January-2014,33.00,33.85,32.15,32.95,33.032212159349834250,486276,2263,16062772.00,106701,21.94,1.70,-0.05
27-January-2014,34.10,34.10,32.95,33.00,33.348886114023752652,689523,3051,22994824.00,217033,31.48,1.15,-1.10
24-January-2014,34.90,35.50,34.05,34.30,34.895725118873822130,437018,1945,15250060.00,130488,29.86,1.45,-0.60
23-January-2014,34.65,35.35,34.60,35.05,35.013117956027133317,227322,1332,7959252.00,98147,43.18,0.75,0.40
22-January-2014,34.60,34.80,34.20,34.65,34.652422409076664028,188263,765,6523769.00,65388,34.73,0.60,0.05
21-January-2014,34.75,34.95,34.40,34.55,34.604917313321983708,207349,864,7175295.00,96766,46.67,0.55,-0.20
20-January-2014,34.50,34.85,34.30,34.70,34.632287186677023929,211124,987,7311707.00,71551,33.89,0.55,0.20
17-January-2014,35.00,35.10,34.10,34.35,34.565095831244456442,311172,1335,10755690.00,134163,43.12,1.00,-0.65
16-January-2014,35.30,35.30,34.70,34.85,35.018064643805147928,232443,932,8139704.00,88127,37.91,0.60,-0.45
15-January-2014,35.40,35.40,34.60,35.00,34.981535259931187754,275823,1442,9648712.00,94765,34.36,0.80,-0.40
14-January-2014,34.85,35.35,34.40,35.00,34.899082435258553343,412178,1740,14384634.00,131108,31.81,0.95,0.15
13-January-2014,35.10,35.40,34.60,34.85,34.908658056427509878,425927,1956,14868540.00,164603,38.65,0.80,-0.25
10-January-2014,35.75,36.15,34.85,35.05,35.513637967909599066,663002,2704,23545613.00,247965,37.40,1.30,-0.70
9-January-2014,36.00,36.60,35.60,35.75,35.998545371104514061,488097,2156,17570782.00,129346,26.50,1.00,-0.25
8-January-2014,36.35,36.40,35.75,35.90,36.030276052080647489,616659,2844,22218394.00,170001,27.57,0.65,-0.45
7-January-2014,37.15,37.40,35.80,36.00,36.373475499218560763,648163,2877,23575941.00,250817,38.70,1.60,-1.15
6-January-2014,36.75,37.40,35.90,37.00,36.741437850344651458,849699,3728,31219163.00,147897,17.41,1.50,0.25
3-January-2014,36.75,37.15,35.80,36.55,36.394858138569098311,1167865,4814,42504281.00,320771,27.47,1.35,-0.20
2-January-2014,39.30,39.40,36.90,37.15,38.261595003745707271,1617852,6173,61901598.00,578814,35.78,2.50,-2.15
1-January-2014,39.50,39.70,39.20,39.55,39.457624972565968294,592330,2340,23371935.00,170410,28.77,0.50,0.05
31-December-2013,39.45,39.60,38.55,39.00,39.210906310154787332,758460,3217,29739904.00,163901,21.61,1.05,-0.45
30-December-2013,39.85,40.15,38.90,39.10,39.389013426814382689,601334,2475,23685953.00,163190,27.14,1.25,-0.75
27-December-2013,40.05,40.50,39.30,39.50,39.925167348543716588,1068130,4851,42645269.00,372914,34.91,1.20,-0.55
26-December-2013,38.75,39.95,38.35,39.60,39.331440411777289637,1533256,6027,60305167.00,483863,31.56,1.60,0.85
24-December-2013,39.25,39.35,38.20,38.30,38.752431027912642924,506473,2344,19627060.00,196577,38.81,1.15,-0.95
23-December-2013,38.15,39.10,38.15,38.85,38.700615105102389285,740849,3706,28671312.00,252522,34.09,0.95,0.70
20-December-2013,36.70,38.25,36.55,38.10,37.551840790439200400,1069785,6882,40172396.00,401164,37.50,1.70,1.40
19-December-2013,37.55,38.00,36.55,36.95,37.074765879773006553,865047,3392,32071415.00,199781,23.09,1.45,-0.60
18-December-2013,36.50,37.95,36.30,37.70,37.291171787062796221,796911,3584,29717745.00,249077,31.26,1.65,1.20
17-December-2013,37.40,37.70,36.40,36.60,37.142679872120233347,606820,2764,22538921.00,201451,33.20,1.30,-0.80
16-December-2013,38.00,38.00,36.55,37.15,37.178887706361932292,1416928,5093,52679807.00,346244,24.44,1.45,-0.85
13-December-2013,38.40,38.85,37.85,38.05,38.335395200439273368,961588,3538,36862856.00,294959,30.67,1.00,-0.35
12-December-2013,38.45,39.45,38.00,38.50,38.717597299655242617,1635643,6044,63328167.00,249916,15.28,1.45,0.05
11-December-2013,39.00,39.20,38.10,38.45,38.570953705650661065,1241253,4319,47876312.00,221935,17.88,1.10,-0.55
10-December-2013,40.90,40.90,38.10,38.80,39.162385533389025944,1940413,7305,75991202.00,387331,19.96,2.80,-2.10
9-December-2013,42.10,42.90,40.40,40.60,41.245090035190647849,2564886,9558,105788954.00,954291,37.21,2.50,-1.50
6-December-2013,39.40,40.60,38.50,40.30,39.783565621091984273,3336092,12602,132721635.00,860603,25.80,2.10,0.90
5-December-2013,40.10,40.45,38.85,39.20,39.535967948442394638,3675578,13022,145317534.00,1232236,33.52,1.60,-0.90
4-December-2013,36.50,39.70,36.20,38.10,38.493670908658012519,7287065,25919,280505882.00,1552927,21.31,3.50,1.60
3-December-2013,36.35,36.65,35.80,36.00,36.236446163395077627,1184185,5551,42910656.00,457486,38.63,0.85,-0.35
2-December-2013,35.90,36.75,35.75,36.25,36.296746663803403045,2123451,7484,77074363.00,828836,39.03,1.00,0.35
29-November-2013,34.80,35.85,34.65,35.60,35.313130109320947491,1241848,5187,43853540.00,410637,33.07,1.20,0.80
28-November-2013,34.35,35.10,34.15,34.40,34.669460535610435595,1009353,4573,34993724.00,320708,31.77,0.95,0.05
27-November-2013,34.90,35.00,33.80,34.10,34.216639076052181556,878318,2887,30053090.00,300231,34.18,1.20,-0.80
26-November-2013,35.90,36.10,34.40,34.80,35.352347500752194445,764430,3857,27024395.00,257349,33.67,1.70,-1.10
25-November-2013,35.70,36.20,35.15,35.80,35.678628614244511275,779416,5449,27808494.00,202116,25.93,1.05,0.10
22-November-2013,35.40,35.80,35.00,35.40,35.385608049825012064,789483,3643,27936336.00,221182,28.02,0.80,0.00
21-November-2013,36.15,36.45,34.40,34.85,35.626435581309059076,1800316,6455,64138842.00,421930,23.44,2.05,-1.30
20-November-2013,35.20,37.20,34.80,36.00,36.203200388501827746,2483386,11020,89906521.00,792083,31.90,2.40,0.80
19-November-2013,35.20,35.40,34.80,34.90,35.044635867408765777,372996,1642,13071509.00,125430,33.63,0.60,-0.30
18-November-2013,35.40,35.60,34.55,35.00,34.992930296662964660,975147,6041,34123251.00,346709,35.55,1.05,-0.40
14-November-2013,33.90,35.10,33.75,34.70,34.367390020848836708,650396,3231,22352413.00,202489,31.13,1.35,0.80
13-November-2013,33.80,34.30,33.25,33.35,33.783405166522392819,548725,2709,18537799.00,135449,24.68,1.05,-0.45
12-November-2013,35.30,35.45,33.75,33.95,34.479653787078197399,701187,2893,24176685.00,243301,34.70,1.70,-1.35
11-November-2013,35.45,35.95,34.60,35.10,35.344454751185497349,1250530,5687,44199301.00,285872,22.86,1.35,-0.35
8-November-2013,34.40,35.40,34.00,35.25,34.861782153721582762,889205,4178,30999271.00,247302,27.81,1.40,0.85
7-November-2013,36.20,36.25,33.95,34.40,35.353284715018643640,1141408,4673,40352522.00,324252,28.41,2.30,-1.80
6-November-2013,35.75,36.50,35.25,35.50,35.856237257598027594,1265460,5462,45374634.00,475529,37.58,1.25,-0.25
5-November-2013,34.80,35.90,33.50,35.35,34.988442641478009493,1681180,6744,58821870.00,613327,36.48,2.40,0.55
3-November-2013,34.60,34.85,34.35,34.55,34.568581778246198265,338727,1251,11709312.00,186751,55.13,0.50,-0.05
1-November-2013,32.70,34.70,32.50,34.35,33.993725511510689010,1251098,6223,42529482.00,464646,37.14,2.20,1.65
31-October-2013,32.40,32.90,32.10,32.70,32.412317762784448132,835038,2731,27065517.00,297584,35.64,0.80,0.30
30-October-2013,32.60,32.90,32.20,32.35,32.541599773477646497,738117,2726,24019508.00,223250,30.25,0.70,-0.25
29-October-2013,32.65,33.15,32.00,32.55,32.463130698269667666,705587,3189,22905563.00,234995,33.30,1.15,-0.10
28-October-2013,33.50,33.60,32.30,32.45,32.887832284743104640,811089,4139,26674959.00,308314,38.01,1.30,-1.05
25-October-2013,35.25,35.30,33.15,33.45,34.161307386475443656,1417821,6710,48434619.00,523071,36.89,2.15,-1.80
24-October-2013,35.30,36.50,35.20,35.45,35.875281042541948463,883763,4693,31705246.00,248633,28.13,1.30,0.15
23-October-2013,36.80,37.00,35.00,35.70,35.967558487415264705,1109042,4780,39889533.00,364780,32.89,2.00,-1.10
22-October-2013,36.20,37.40,35.70,36.55,36.604314088021984060,1656109,8794,60620734.00,515641,31.14,1.70,0.35
21-October-2013,34.95,37.15,34.95,36.55,36.443303779399085789,1337329,6873,48736687.00,394573,29.50,2.20,1.60
18-October-2013,35.05,35.30,34.75,34.90,34.982983892107021682,270861,1527,9475526.00,86688,32.00,0.55,-0.15
17-October-2013,35.10,35.65,34.45,34.70,34.958148025048931938,379098,2170,13252564.00,136587,36.03,1.20,-0.40
15-October-2013,36.25,36.40,34.20,34.65,35.123757337710276019,558076,2977,19601726.00,142694,25.57,2.20,-1.60
14-October-2013,35.50,36.55,34.95,35.85,36.035532644466434998,782154,4277,28185336.00,212098,27.12,1.60,0.35
11-October-2013,35.50,35.50,34.40,35.15,35.046473823082161520,409693,2144,14358295.00,135233,33.01,1.10,-0.35
10-October-2013,35.20,35.65,34.75,35.20,35.232646571608714211,510706,2579,17993524.00,147232,28.83,0.90,0.00
9-October-2013,33.85,35.55,33.60,35.00,34.742790320798497292,1140342,5446,39618663.00,287546,25.22,1.95,1.15
8-October-2013,33.40,34.20,33.40,33.80,33.835339893563610804,398360,2053,13478646.00,186390,46.79,0.80,0.40
7-October-2013,32.95,33.35,32.75,33.25,33.122727775670207384,253056,1538,8381905.00,106595,42.12,0.60,0.30
4-October-2013,33.20,33.45,32.75,32.95,33.048538292915982288,320242,2030,10583530.00,93568,29.22,0.70,-0.25
3-October-2013,32.10,33.50,31.85,33.20,32.753113576812344321,432782,2908,14174958.00,129070,29.82,1.65,1.10
1-October-2013,32.50,32.50,31.80,32.05,32.075338894681960375,345240,1720,11073690.00,177560,51.43,0.70,-0.45
30-September-2013,33.10,33.10,32.05,32.25,32.363164082616201300,308753,1946,9992224.00,119899,38.83,1.05,-0.85
27-September-2013,33.45,33.85,32.90,33.10,33.389398754865378619,397708,2023,13279231.00,141438,35.56,0.95,-0.35
26-September-2013,34.10,34.15,33.05,33.25,33.571499035445406561,569693,2512,19125448.00,257817,45.26,1.10,-0.85
25-September-2013,34.20,34.50,33.45,34.10,33.918631398287625678,308227,1583,10454638.00,69820,22.65,1.05,-0.10
24-September-2013,34.00,34.65,33.80,34.10,34.205719431617084995,286497,1550,9799836.00,62087,21.67,0.85,0.10
23-September-2013,34.60,34.60,33.65,34.00,34.049109547963446740,393508,1928,13398597.00,113577,28.86,0.95,-0.60
20-September-2013,35.35,35.85,33.80,34.30,34.721669251374594670,922090,4276,32016504.00,266023,28.85,2.05,-1.05
19-September-2013,35.00,35.55,34.50,35.25,35.172914694868523929,486020,2539,17094740.00,194537,40.03,1.05,0.25
18-September-2013,34.50,34.85,33.55,33.90,34.231901228409303485,272629,1501,9332609.00,88220,32.36,1.30,-0.60
17-September-2013,34.70,35.05,33.95,34.80,34.488209845266399033,359198,1996,12388096.00,65385,18.20,1.10,0.10
16-September-2013,36.95,36.95,34.15,34.70,35.197345729493966914,696990,3693,24532198.00,257610,36.96,2.80,-2.25
13-September-2013,35.40,36.80,35.25,36.15,36.229599821402466595,882431,4459,31970122.00,287721,32.61,1.55,0.75
12-September-2013,35.20,36.40,34.60,34.95,35.522408658729708073,633996,3863,22521065.00,164401,25.93,1.80,-0.25
11-September-2013,34.00,35.00,33.90,34.80,34.572430328391180593,376624,2166,13020807.00,119670,31.77,1.10,0.80
10-September-2013,34.10,34.90,33.30,33.95,34.076804897255694396,336515,2129,11467356.00,91660,27.24,1.60,-0.15
6-September-2013,33.50,34.60,33.00,33.70,33.747090542539752337,536698,2829,18111996.00,98302,18.32,1.60,0.20
5-September-2013,32.60,34.40,32.60,33.30,33.597429178977883612,502252,3181,16874376.00,92736,18.46,1.80,0.70
4-September-2013,32.50,33.00,31.65,32.20,32.292709848015855876,416754,2878,13458116.00,133639,32.07,1.35,-0.30
3-September-2013,34.10,35.00,32.40,32.70,33.296902924144084108,363149,2384,12091737.00,135161,37.22,2.60,-1.40
2-September-2013,33.70,34.60,32.85,34.10,34.011984469312087424,297218,1976,10108974.00,72481,24.39,1.75,0.40
30-August-2013,34.50,34.50,33.05,33.70,33.838878214851518522,385671,2394,13050674.00,113043,29.31,1.45,-0.80
29-August-2013,35.90,36.35,33.90,34.20,34.701393059713899294,667667,4141,23168975.00,212934,31.89,2.45,-1.70
28-August-2013,34.70,36.95,33.75,36.15,35.668513522923724836,660582,4470,23561978.00,125064,18.93,3.20,1.45
27-August-2013,36.10,36.75,34.40,35.00,35.741156884535531836,464316,2919,16595191.00,139290,30.00,2.35,-1.10
26-August-2013,36.50,38.50,35.75,37.15,36.868034293782941184,572232,3842,21097069.00,122950,21.49,2.75,0.65
23-August-2013,36.60,37.10,34.80,36.45,36.010105937927036859,381261,2418,13729249.00,57913,15.19,2.30,-0.15
22-August-2013,34.60,36.90,34.25,36.55,35.959576997552616630,473567,3237,17029269.00,103796,21.92,2.65,1.95
21-August-2013,37.00,37.50,34.25,34.70,35.838015331611196087,334081,2264,11972800.00,76807,22.99,3.25,-2.30
20-August-2013,35.70,36.70,34.45,36.05,35.891618457564131333,365422,2351,13115587.00,75470,20.65,2.25,0.35
19-August-2013,32.95,36.35,32.05,36.05,34.916448391616424359,661627,4232,23101665.00,154319,23.32,4.30,3.10
16-August-2013,35.20,35.20,32.70,33.65,34.159936148599622696,344550,2319,11769806.00,81709,23.71,2.50,-1.55
14-August-2013,36.00,36.70,34.70,35.70,36.003564539543023047,402296,2123,14484090.00,64021,15.91,2.00,-0.30
13-August-2013,36.25,36.40,35.40,36.00,35.894662208409338760,305351,1927,10960471.00,60980,19.97,1.00,-0.25
12-August-2013,34.80,36.90,33.50,36.20,35.801740147937648877,598225,4130,21417496.00,101194,16.92,3.40,1.40
8-August-2013,34.50,35.35,32.60,34.65,34.346298540028146000,613231,4703,21062215.00,99720,16.26,2.75,0.15
7-August-2013,31.55,34.90,30.75,34.25,33.203303523758675920,1048880,6412,34826281.00,199604,19.03,4.15,2.70
6-August-2013,31.50,31.95,30.15,31.00,31.163959086825312723,434090,3316,13527963.00,84178,19.39,1.80,-0.50
5-August-2013,32.40,32.95,29.45,32.10,31.111228132336591483,716869,5426,22302675.00,127426,17.78,3.50,-0.30
2-August-2013,34.50,34.50,31.00,31.90,32.023795051911218493,1054589,5534,33771942.00,238864,22.65,3.50,-2.60
1-August-2013,34.80,35.95,31.75,34.20,34.000973580513341416,1754349,11645,59649574.00,158458,9.03,4.20,-0.60
31-July-2013,36.00,36.00,32.85,35.05,34.422019857145849479,954820,5788,32866833.00,219660,23.01,3.15,-0.95
30-July-2013,40.00,40.65,36.30,36.80,37.861009219398085353,763065,4785,28890411.00,261845,34.31,4.35,-3.20
29-July-2013,39.95,40.75,39.25,39.75,40.037227396083484644,409752,2648,16405334.00,102195,24.94,1.50,-0.20
26-July-2013,41.20,41.45,39.55,39.95,40.035909551648936714,390676,2866,15641069.00,91164,23.33,1.90,-1.25
25-July-2013,39.00,42.15,37.60,40.60,39.634054784096391047,1138031,6860,45104783.00,289316,25.42,4.55,1.60
24-July-2013,39.85,39.85,38.75,38.90,39.148802201181872102,364168,2626,14256741.00,105930,29.09,1.10,-0.95
23-July-2013,39.70,40.35,39.70,39.85,40.015874646322217968,321267,1995,12855780.00,93449,29.09,0.65,0.15
22-July-2013,39.15,40.25,39.15,39.65,39.742928109356459014,235121,1636,9344397.00,62088,26.41,1.10,0.50
19-July-2013,40.05,40.50,39.50,39.65,39.908920677799607072,325760,2490,13000730.00,80567,24.73,1.00,-0.40
18-July-2013,39.40,40.40,39.10,40.15,39.749351566006640238,583714,3632,23202253.00,162938,27.91,1.30,0.75
17-July-2013,40.00,40.40,38.75,39.25,39.662352677236015554,668600,3990,26518249.00,169150,25.30,1.65,-0.75
16-July-2013,39.20,40.65,38.40,39.95,39.853867970353656434,702009,5121,27977774.00,149896,21.35,2.25,0.75
15-July-2013,39.00,40.15,38.50,39.50,39.314989032845560987,679757,4211,26724639.00,118691,17.46,1.65,0.50
12-July-2013,40.10,40.30,39.05,39.30,39.421713101929262609,595668,3701,23482253.00,191825,32.20,1.25,-0.80
11-July-2013,40.65,41.10,39.80,40.05,40.421299692445948268,587539,3598,23749090.00,147532,25.11,1.30,-0.60
10-July-2013,40.65,40.80,39.25,39.75,39.940488447866514561,755618,4671,30179752.00,170502,22.56,1.55,-0.90
9-July-2013,40.40,41.15,39.50,40.60,40.457656310348234575,890664,5376,36034178.00,141870,15.93,1.65,0.20
8-July-2013,40.05,40.65,38.50,40.00,39.874199287771411133,734034,4794,29269018.00,145271,19.79,2.15,-0.05
5-July-2013,41.40,41.70,39.70,40.30,40.590750474970586847,699517,4463,28393920.00,185310,26.49,2.00,-1.10
4-July-2013,41.95,42.10,39.65,40.65,40.836006794778865360,903635,5856,36900845.00,224448,24.84,2.45,-1.30
3-July-2013,43.50,43.80,40.75,41.55,41.730787831746126518,1004910,6089,41935686.00,240639,23.95,3.05,-1.95
2-July-2013,42.65,45.30,41.75,44.35,43.286873523200590059,4468701,13062,193436095.00,2139027,47.87,3.55,1.70
1-July-2013,41.20,43.25,41.00,42.70,42.519362764314231400,982117,5742,41758989.00,198135,20.17,2.25,1.50
28-June-2013,40.30,41.80,39.00,41.45,41.078338538644482384,1135699,6115,46652628.00,164277,14.46,2.80,1.15
